Institute ID,Name,City,State,Score,Rank,Year
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,48.52,77,2023
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,48.4,78,2023
IR-O-U-0564,UPES,Dehradun,Uttarakhand,48.34,79,2023
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,48.18,80,2023
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,48.17,81,2023
IR-O-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",Nagpur,Maharashtra,48.15,82,2023
IR-O-U-0055,National Institute of Technology Silchar,Silchar,Assam,48.12,83,2023
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,47.95,84,2023
IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,47.91,85,2023
IR-O-U-0691,"All India Institute of Medical Sciences, Rishikesh",Rishikesh,Uttarakhand,47.89,86,2023
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,47.55,87,2023
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies ,Mumbai,Maharashtra,47.46,88,2023
IR-O-U-0555,Graphic Era University,Dehradun,Uttarakhand,47.29,89,2023
IR-O-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,46.81,90,2023
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,46.73,91,2023
IR-O-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,46.48,92,2023
IR-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,46.33,93,2023
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,46.26,94,2023
IR-O-U-0642,Shiv Nadar University,Gautam Buddha Nagar,Uttar Pradesh,46.18,95,2023
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,45.86,96,2023
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,45.85,97,2023
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,45.84,98,2023
IR-O-S-8972,Indian Institute of Management Calcutta,Kolkata,West Bengal,45.74,99,2023
IR-O-U-0217,Christ University,Bengaluru,Karnataka,45.65,100,2023
