Institute ID,Name,City,State,Score,Rank,Year
IR-O-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,52.54,31,2020
IR-O-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,51.87,32,2020
IR-O-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,51.86,33,2020
IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,51.7,34,2020
IR-O-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,51.49,35,2020
IR-O-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,51.24,36,2020
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,51.02,37,2020
IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.97,38,2020
IR-O-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,50.92,39,2020
IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,Bhopal,Madhya Pradesh,50.83,40,2020
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,50.76,41,2020
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,50.71,42,2020
IR-O-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,50.41,43,2020
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,50.24,44,2020
IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.24,44,2020
IR-O-U-0025,National Institute of Technology Warangal,Warangal,Telangana,49.82,46,2020
IR-O-U-0235,Mysore University,Mysuru,Karnataka,49.75,47,2020
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,49.4,48,2020
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,49.29,49,2020
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,48.91,50,2020
IR-O-I-1486,Sri Ramachandra Institute of Higher Education And Research,Chennai,Tamil Nadu,48.59,51,2020
IR-O-I-1480,Thapar Institute of Engineering & Technology,Patiala,Punjab,48.59,51,2020
IR-O-U-0027,Osmania University,Hyderabad,Telangana,48.54,53,2020
IR-O-U-0064,Indian Institute of Technology Patna,Patna,Bihar,48.09,54,2020
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,48.09,54,2020
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,47.96,56,2020
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,47.45,57,2020
IR-O-U-0473,S. R. M. Institute of Science and Technology,Chennai,Tamil Nadu,47.27,58,2020
IR-O-U-0377,Indian Institute of Science Education & Research Mohali,Mohali,Punjab,47.19,59,2020
IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,47.1,60,2020
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,47.03,61,2020
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,46.89,62,2020
IR-O-U-0497,Amity University Noida,Gautam Budh Nagar,Uttar Pradesh,46.88,63,2020
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,46.85,64,2020
IR-O-U-0056,Tezpur University,Tezpur,Assam,46.83,65,2020
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,46.81,66,2020
IR-O-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,46.56,67,2020
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,46.14,68,2020
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,45.95,69,2020
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,45.89,70,2020
IR-O-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,45.65,71,2020
IR-O-U-0052,Gauhati University,Guwahati,Assam,45.48,72,2020
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,45.43,73,2020
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,45.31,74,2020
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,45.08,75,2020
IR-O-U-0251,Calicut University,Malappuram,Kerala,44.71,76,2020
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,44.7,77,2020
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,44.67,78,2020
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,44.61,79,2020
IR-O-U-0254,Indian Institute of Science Education & Research Thiruvananthapuram,Thiruvananthapuram,Kerala,44.53,80,2020
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,44.48,81,2020
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,44.47,82,2020
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,44.42,83,2020
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,44.27,84,2020
IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,44.17,85,2020
IR-O-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,44.17,85,2020
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,44.03,87,2020
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.81,88,2020
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,43.71,89,2020
IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,43.61,90,2020
IR-O-N-17,Sawai Man Singh Medical College,Jaipur,Rajasthan,43.5,91,2020
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies ,Mumbai,Maharashtra,43.07,92,2020
IR-O-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,42.87,93,2020
IR-O-U-0055,National Institute of Technology Silchar,Silchar,Assam,42.76,94,2020
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,42.45,95,2020
IR-O-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,42.26,96,2020
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,42.24,97,2020
IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,42.23,98,2020
IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,41.81,99,2020
IR-O-U-0345,Mizoram University,Aizawl,Mizoram,41.8,100,2020
